"plant_no","Cno","Cno_val","plant_name.x.x","genus.x.x","family.x.x","long","long_code","long_val","plant_name.y.x","genus.y.x","family.y.x","soil_nutr","soil_nutr_val","plant_name.x","genus.x","family.x","leafP","leafP_val","plant_name.x.y","genus.x.y","family.x.y","leafN","leafN_val","plant_name.y.y","genus.y.y","family.y.y","plant_name.y","genus.y","family.y"
1691600090,"2C DNA content (pg)","3.1","PICRIS HIERACIOIDES","PICRIS","ASTERACEAE","Longevity of stems (yrs)","5.02","<1","PICRIS HIERACIOIDES","PICRIS","ASTERACEAE","Soil nutrients","very infertile","PICRIS HIERACIOIDES","PICRIS","ASTERACEAE","Mature leaf P concentration (mg/g)","1-2","PICRIS HIERACIOIDES","PICRIS","ASTERACEAE","Mature leaf N concentration (mg/g)","20-30","PICRIS HIERACIOIDES","PICRIS","ASTERACEAE","PICRIS HIERACIOIDES","picris","ASTERACEAE"
1691610090,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SCORZONERA HUMILIS","SCORZONERA","ASTERACEAE","Soil nutrients","very infertile","SCORZONERA HUMILIS","SCORZONERA","ASTERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCORZONERA HUMILIS","scorzonera","ASTERACEAE"
1691620110,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","TRAGOPOGON PRATENSIS","TRAGOPOGON","ASTERACEAE","Soil nutrients","fertile","TRAGOPOGON PRATENSIS","TRAGOPOGON","ASTERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRAGOPOGON PRATENSIS","tragopogon","ASTERACEAE"
1691660070,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SONCHUS ARVENSIS","SONCHUS","ASTERACEAE","Soil nutrients","infertile","SONCHUS ARVENSIS","SONCHUS","ASTERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SONCHUS ARVENSIS","sonchus","ASTERACEAE"
1691690110,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","LACTUCA SALIGNA","LACTUCA","ASTERACEAE","Soil nutrients","very infertile","LACTUCA SALIGNA","LACTUCA","ASTERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LACTUCA SALIGNA","lactuca","ASTERACEAE"
1691700010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CICERBITA ALPINA","CICERBITA","ASTERACEAE","Soil nutrients","fertile","CICERBITA ALPINA","CICERBITA","ASTERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CICERBITA ALPINA","cicerbita","ASTERACEAE"
1691720010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","MYCELIS MURALIS","MYCELIS","ASTERACEAE","Soil nutrients","very infertile","MYCELIS MURALIS","MYCELIS","ASTERACEAE","Mature leaf P concentration (mg/g)","1-2","MYCELIS MURALIS","MYCELIS","ASTERACEAE","Mature leaf N concentration (mg/g)","20-30","MYCELIS MURALIS","MYCELIS","ASTERACEAE","MYCELIS MURALIS","mycelis","ASTERACEAE"
1691730170,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","TARAXACUM PALUSTRE","TARAXACUM","ASTERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TARAXACUM PALUSTRE","taraxacum","ASTERACEAE"
1691770010,"2C DNA content (pg)","2.4","LAPSANA COMMUNIS","LAPSANA","ASTERACEAE","Longevity of stems (yrs)","5.02","<1","LAPSANA COMMUNIS","LAPSANA","ASTERACEAE","Soil nutrients","fertile","LAPSANA COMMUNIS","LAPSANA","ASTERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAPSANA COMMUNIS","lapsana","ASTERACEAE"
1691780660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","CREPIS VESICARIA","CREPIS","ASTERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CREPIS VESICARIA","crepis","ASTERACEAE"
1691810140,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","PILOSELLA FLAGELLARIS","PILOSELLA","ASTERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PILOSELLA FLAGELLARIS","pilosella","ASTERACEAE"
1691810100,"2C DNA content (pg)","7.9","PILOSELLA OFFICINARUM","PILLOSELLA","ASTERACEAE","Longevity of stems (yrs)","5.02","<1","PILOSELLA OFFICINARUM","PILLOSELLA","ASTERACEAE","Soil nutrients","infertile","PILOSELLA OFFICINARUM","PILLOSELLA","ASTERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PILOSELLA OFFICINARUM","pillosella","ASTERACEAE"
1691810816,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HIERACIUM BRITANNICUM","HIERACIUM","ASTERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIERACIUM BRITANNICUM","hieracium","ASTERACEAE"
1700010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very fertile","SAGITTARIA SAGITTIFOLIA","SAGITTARIA","ALISMATACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAGITTARIA SAGITTIFOLIA","sagittaria","ALISMATACEAE"
1700020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","BALDELLIA RANUNCULOIDES","BALDELLIA","ALISMATACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALDELLIA RANUNCULOIDES","baldellia","ALISMATACEAE"
1700030010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","LURONIUM NATANS","LURONIUM","ALISMATACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LURONIUM NATANS","luronium","ALISMATACEAE"
1700040030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very fertile","ALISMA GRAMINEUM","ALISMA","ALISMATACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALISMA GRAMINEUM","alisma","ALISMATACEAE"
1700060010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","DAMASONIUM ALISMA","DAMASONIUM","ALISMATACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAMASONIUM ALISMA","damasonium","ALISMATACEAE"
1710010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very fertile","BUTOMUS UMBELLATUS","BUTOMUS","BUTOMACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUTOMUS UMBELLATUS","butomus","BUTOMACEAE"
1720010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HYDROCHARIS MORSUS-RANAE","HYDROCHARIS","HYDROCHARITACEAE","Soil nutrients","fertile","HYDROCHARIS MORSUS-RANAE","HYDROCHARIS","HYDROCHARITACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HYDROCHARIS MORSUS-RANAE","hydrocharis","HYDROCHARITACEAE"
1720020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","STRATIOTES ALOIDES","STRATIOTES","HYDROCHARITACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRATIOTES ALOIDES","stratiotes","HYDROCHARITACEAE"
1720040010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EGERIA DENSA","egeria","HYDROCHARITACEAE"
1720050020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELODEA CALLITRICHOIDES","elodea","HYDROCHARITACEAE"
1720060010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HYDRILLA VERTICILLATA","hydrilla","HYDROCHARITACEAE"
1720070010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGAROSIPHON MAJOR","lagarosiphon","HYDROCHARITACEAE"
1720090010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VALLISNERIA SPIRALIS","vallisneria","HYDROCHARITACEAE"
1730010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","SCHEUCHZERIA PALUSTRIS","SCHEUCHZERIA","SCHEUCHZERIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCHEUCHZERIA PALUSTRIS","scheuchzeria","SCHEUCHZERIACEAE"
1750010020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","TRIGLOCHIN PALUSTRE","TRIGLOCHIN","JUNCAGINACEAE","Soil nutrients","fertile","TRIGLOCHIN PALUSTRE","TRIGLOCHIN","JUNCAGINACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRIGLOCHIN PALUSTRE","triglochin","JUNCAGINACEAE"
1770010070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POTAMOGETON ALPINUS","potamogeton","POTAMOGETONACEAE"
1770020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROENLANDIA DENSA","groenlandia","POTAMOGETONACEAE"
1780010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUPPIA MARITIMA","ruppia","RUPPIACEAE"
1800010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ZOSTERA MARINA","ZOSTERA","ZOSTERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZOSTERA MARINA","zostera","ZOSTERACEAE"
1810020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZANNICHELLIA PALUSTRIS","zannichellia","ZANNICHELLIACEAE"
1820010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","NAJAS MARINA","NAJAS","NAJADACEAE","Soil nutrients","fertile","NAJAS MARINA","NAJAS","NAJADACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAJAS MARINA","najas","NAJADACEAE"
1830010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","TOFIELDIA PUSILLA","TOFIELDIA","LILIACEAE","Soil nutrients","infertile","TOFIELDIA PUSILLA","TOFIELDIA","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOFIELDIA PUSILLA","tofieldia","LILIACEAE"
1830020010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","NARTHECIUM OSSIFRAGUM","NARTHECIUM","LILIACEAE","Soil nutrients","very infertile","NARTHECIUM OSSIFRAGUM","NARTHECIUM","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NARTHECIUM OSSIFRAGUM","narthecium","LILIACEAE"
1830100010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SIMETHIS PLANIFOLIA","SIMETHIS","LILIACEAE","Soil nutrients","infertile","SIMETHIS PLANIFOLIA","SIMETHIS","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIMETHIS PLANIFOLIA","simethis","LILIACEAE"
1830130016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","PHORMIUM COOKIANUM","PHORMIUM","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHORMIUM COOKIANUM","phormium","LILIACEAE"
1830160140,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","COLCHICUM AUTUMNALE","COLCHICUM","LILIACEAE","Soil nutrients","fertile","COLCHICUM AUTUMNALE","COLCHICUM","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLCHICUM AUTUMNALE","colchicum","LILIACEAE"
1830190010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","LLOYDIA SEROTINA","LLOYDIA","LILIACEAE","Soil nutrients","infertile","LLOYDIA SEROTINA","LLOYDIA","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LLOYDIA SEROTINA","lloydia","LILIACEAE"
1830200210,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","GAGEA BOHEMICA","GAGEA","LILIACEAE","Soil nutrients","infertile","GAGEA BOHEMICA","GAGEA","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAGEA BOHEMICA","gagea","LILIACEAE"
1830220010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","TULIPA SYLVESTRIS","TULIPA","LILIACEAE","Soil nutrients","fertile","TULIPA SYLVESTRIS","TULIPA","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TULIPA SYLVESTRIS","tulipa","LILIACEAE"
1830230010,"2C DNA content (pg)","141.4","FRITILLARIA MELEAGRIS","FRITILLARIA","LILIACEAE","Longevity of stems (yrs)","5.02","<1","FRITILLARIA MELEAGRIS","FRITILLARIA","LILIACEAE","Soil nutrients","fertile","FRITILLARIA MELEAGRIS","FRITILLARIA","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FRITILLARIA MELEAGRIS","fritillaria","LILIACEAE"
1830240010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","LILIUM MARTAGON","LILIUM","LILIACEAE","Soil nutrients","fertile","LILIUM MARTAGON","LILIUM","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LILIUM MARTAGON","lilium","LILIACEAE"
1830250010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ORNITHOGALUM PYRENAICUM","ORNITHOGALUM","LILIACEAE","Soil nutrients","infertile","ORNITHOGALUM PYRENAICUM","ORNITHOGALUM","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ORNITHOGALUM PYRENAICUM","ornithogalum","LILIACEAE"
1830270150,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SCILLA AUTUMNALIS","SCILLA","LILIACEAE","Soil nutrients","very infertile","SCILLA AUTUMNALIS","SCILLA","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCILLA AUTUMNALIS","scilla","LILIACEAE"
1830280010,"2C DNA content (pg)","42.4","HYACINTHOIDES NON-SCRIPTA","HYACINTHOIDES","LILIACEAE","Longevity of stems (yrs)","5.02","<1","HYACINTHOIDES NON-SCRIPTA","HYACINTHOIDES","LILIACEAE","Soil nutrients","infertile","HYACINTHOIDES NON-SCRIPTA","HYACINTHOIDES","LILIACEAE","Mature leaf P concentration (mg/g)","2-3","HYACINTHOIDES NON-SCRIPTA","HYACINTHOIDES","LILIACEAE","Mature leaf N concentration (mg/g)","20-30","HYACINTHOIDES NON-SCRIPTA","HYACINTHOIDES","LILIACEAE","HYACINTHOIDES NON-SCRIPTA","hyacinthoides","LILIACEAE"
1830360110,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","MUSCARI NEGLECTUM","MUSCARI","LILIACEAE","Soil nutrients","infertile","MUSCARI NEGLECTUM","MUSCARI","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MUSCARI NEGLECTUM","muscari","LILIACEAE"
1830370010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","AGAPANTHUS PRAECOX","AGAPANTHUS","LILIACEAE","Soil nutrients","infertile","AGAPANTHUS PRAECOX","AGAPANTHUS","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGAPANTHUS PRAECOX","agapanthus","LILIACEAE"
1830380230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALLIUM ROSEUM","allium","LILIACEAE"
1830420010,"2C DNA content (pg)","49.3","CONVALLARIA MAJALIS","CONVALLARIA","LILIACEAE","Longevity of stems (yrs)","5.02","<1","CONVALLARIA MAJALIS","CONVALLARIA","LILIACEAE","Soil nutrients","very fertile","CONVALLARIA MAJALIS","CONVALLARIA","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONVALLARIA MAJALIS","convallaria","LILIACEAE"
1830430010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","MAIANTHEMUM BIFOLIUM","MAIANTHEMUM","LILIACEAE","Soil nutrients","fertile","MAIANTHEMUM BIFOLIUM","MAIANTHEMUM","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAIANTHEMUM BIFOLIUM","maianthemum","LILIACEAE"
1830460050,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","POLYGONATUM ODORATUM","POLYGONATUM","LILIACEAE","Soil nutrients","fertile","POLYGONATUM ODORATUM","POLYGONATUM","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGONATUM ODORATUM","polygonatum","LILIACEAE"
1830470010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","PARIS QUADRIFOLIA","PARIS","LILIACEAE","Soil nutrients","fertile","PARIS QUADRIFOLIA","PARIS","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARIS QUADRIFOLIA","paris","LILIACEAE"
1830480130,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ASPARAGUS OFFICINALIS","ASPARAGUS","LILIACEAE","Soil nutrients","very infertile","ASPARAGUS OFFICINALIS","ASPARAGUS","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASPARAGUS OFFICINALIS","asparagus","LILIACEAE"
1830490010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","RUSCUS ACULEATUS","RUSCUS","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUSCUS ACULEATUS","ruscus","LILIACEAE"
1850030080,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","LEUCOJUM AESTIVUM","LEUCOJUM","LILIACEAE","Soil nutrients","fertile","LEUCOJUM AESTIVUM","LEUCOJUM","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEUCOJUM AESTIVUM","leucojum","LILIACEAE"
1850040010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","GALANTHUS NIVALIS","GALANTHUS","LILIACEAE","Soil nutrients","fertile","GALANTHUS NIVALIS","GALANTHUS","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GALANTHUS NIVALIS","galanthus","LILIACEAE"
1850060220,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","NARCISSUS PSEUDONARCISSUS","NARCISSUS","LILIACEAE","Soil nutrients","infertile","NARCISSUS PSEUDONARCISSUS","NARCISSUS","LILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NARCISSUS PSEUDONARCISSUS","narcissus","LILIACEAE"
1860030010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","TAMUS COMMUNIS","TAMUS","DIOSCOREACEAE","Soil nutrients","fertile","TAMUS COMMUNIS","TAMUS","DIOSCOREACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TAMUS COMMUNIS","tamus","DIOSCOREACEAE"
1880010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SISYRINCHIUM BERMUDIANA","sisyrinchium","IRIDACEAE"
1880030060,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","IRIS PSEUDACORUS","IRIS","IRIDACEAE","Soil nutrients","fertile","IRIS PSEUDACORUS","IRIS","IRIDACEAE","Mature leaf P concentration (mg/g)","2-3","IRIS PSEUDACORUS","IRIS","IRIDACEAE","Mature leaf N concentration (mg/g)","10-20","IRIS PSEUDACORUS","IRIS","IRIDACEAE","IRIS PSEUDACORUS","iris","IRIDACEAE"
1880070070,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CROCUS VERNUS","CROCUS","IRIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CROCUS VERNUS","crocus","IRIDACEAE"
1880080080,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ROMULEA COLUMNAE","ROMULEA","IRIDACEAE","Soil nutrients","very infertile","ROMULEA COLUMNAE","ROMULEA","IRIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROMULEA COLUMNAE","romulea","IRIDACEAE"
1880090020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CROCOSMIA X CROCOSMIIFLORA","CROCOSMIA","IRIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CROCOSMIA X CROCOSMIIFLORA","crocosmia","IRIDACEAE"
1880100010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","GLADIOLUS ILLYRICUS","GLADIOLUS","IRIDACEAE","Soil nutrients","very infertile","GLADIOLUS ILLYRICUS","GLADIOLUS","IRIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLADIOLUS ILLYRICUS","gladiolus","IRIDACEAE"
1890010390,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","JUNCUS BULBOSUS","JUNCUS","JUNCACEAE","Soil nutrients","infertile","JUNCUS BULBOSUS","JUNCUS","JUNCACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUNCUS BULBOSUS","juncus","JUNCACEAE"
1890020050,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","LUZULA ARCUATA","LUZULA","JUNCACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUZULA ARCUATA","luzula","JUNCACEAE"
1920010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERIOCAULON AQUATICUM","eriocaulon","ERIOCAULACEAE"
1930010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","2-10","SASA PALMATA","SASA","POACEAE","Soil nutrients","fertile","SASA PALMATA","SASA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SASA PALMATA","sasa","POACEAE"
1930020018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SINARUNDINARIA ANCEPS","sinarundinaria","POACEAE"
1930020038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSEUDOSASA JAPONICA","pseudosasa","POACEAE"
1930020061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHIMONOBAMBUSA QUADRANGULARIS","chimonobambusa","POACEAE"
1930040100,"2C DNA content (pg)","13.5","FESTUCA ARUNDINACEA","FESTUCA","POACEAE","Longevity of stems (yrs)","5.02","<1","FESTUCA ARUNDINACEA","FESTUCA","POACEAE","Soil nutrients","infertile","FESTUCA ARUNDINACEA","FESTUCA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FESTUCA ARUNDINACEA","festuca","POACEAE"
1930050020,"2C DNA content (pg)","9.8","LOLIUM MULTIFLORUM","LOLIUM","POACEAE",NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","LOLIUM MULTIFLORUM","LOLIUM","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOLIUM MULTIFLORUM","lolium","POACEAE"
1930060050,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","VULPIA FASCICULATA","VULPIA","POACEAE","Soil nutrients","very infertile","VULPIA FASCICULATA","VULPIA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VULPIA FASCICULATA","vulpia","POACEAE"
1930120020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CATAPODIUM MARINUM","CATAPODIUM","POACEAE","Soil nutrients","infertile","CATAPODIUM MARINUM","CATAPODIUM","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CATAPODIUM MARINUM","catapodium","POACEAE"
1930160190,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","POA FLEXUOSA","POA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POA FLEXUOSA","poa","POACEAE"
1930210010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","PUCCINELLIA DISTANS","PUCCINELLIA","POACEAE","Soil nutrients","infertile","PUCCINELLIA DISTANS","PUCCINELLIA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PUCCINELLIA DISTANS","puccinellia","POACEAE"
1930260010,"2C DNA content (pg)","8.7","DACTYLIS GLOMERATA","DACTYLIS","POACEAE","Longevity of stems (yrs)","5.02","<1","DACTYLIS GLOMERATA","DACTYLIS","POACEAE","Soil nutrients","fertile","DACTYLIS GLOMERATA","DACTYLIS","POACEAE","Mature leaf P concentration (mg/g)","<1","DACTYLIS GLOMERATA","DACTYLIS","POACEAE","Mature leaf N concentration (mg/g)","10-20","DACTYLIS GLOMERATA","DACTYLIS","POACEAE","DACTYLIS GLOMERATA","dactylis","POACEAE"
1930280020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYNOSURUS ECHINATUS","cynosurus","POACEAE"
1930300010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","CATABROSA AQUATICA","CATABROSA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CATABROSA AQUATICA","catabrosa","POACEAE"
1930320020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","APERA INTERRUPTA","APERA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"APERA INTERRUPTA","apera","POACEAE"
