"plant_no","Cno","Cno_val","plant_name.x.x","genus.x.x","family.x.x","long","long_code","long_val","plant_name.y.x","genus.y.x","family.y.x","soil_nutr","soil_nutr_val","plant_name.x","genus.x","family.x","leafP","leafP_val","plant_name.x.y","genus.x.y","family.x.y","leafN","leafN_val","plant_name.y.y","genus.y.y","family.y.y","plant_name.y","genus.y","family.y"
720010049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CRASSULA HELMSII","crassula","CRASSULACEAE"
720030040,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","UMBILICUS RUPESTRIS","UMBILICUS","CRASSULACEAE","Soil nutrients","very infertile","UMBILICUS RUPESTRIS","UMBILICUS","CRASSULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMBILICUS RUPESTRIS","umbilicus","CRASSULACEAE"
720100100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","SEDUM RUPESTRE","SEDUM","CRASSULACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEDUM RUPESTRE","sedum","CRASSULACEAE"
730010130,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SAXIFRAGA X URBIUM","SAXIFRAGA","SAXIFRAGACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAXIFRAGA X URBIUM","saxifraga","SAXIFRAGACEAE"
730030010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CHRYSOSPLENIUM ALTERNIFOLIUM","CHRYSOSPLENIUM","SAXIFRAGACEAE","Soil nutrients","infertile","CHRYSOSPLENIUM ALTERNIFOLIUM","CHRYSOSPLENIUM","SAXIFRAGACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHRYSOSPLENIUM ALTERNIFOLIUM","chrysosplenium","SAXIFRAGACEAE"
730040019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOLMIEA MENZIESII","tolmiea","SAXIFRAGACEAE"
730050019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TELLIMA GRANDIFLORA","tellima","SAXIFRAGACEAE"
740010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","PARNASSIA PALUSTRIS","PARNASSIA","SAXIFRAGACEAE","Soil nutrients","fertile","PARNASSIA PALUSTRIS","PARNASSIA","SAXIFRAGACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARNASSIA PALUSTRIS","parnassia","SAXIFRAGACEAE"
760010020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESCALLONIA MACRANTHA","escallonia","GROSSULARIACEAE"
770010080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","RIBES ALPINUM","RIBES","GROSSULARIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RIBES ALPINUM","ribes","GROSSULARIACEAE"
780010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","PITTOSPORUM CRASSIFOLIUM","PITTOSPORUM","PITTOSPORACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PITTOSPORUM CRASSIFOLIUM","pittosporum","PITTOSPORACEAE"
800030020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPIRAEA ALBA","spiraea","ROSACEAE"
800060010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","FILIPENDULA VULGARIS","FILIPENDULA","ROSACEAE","Soil nutrients","infertile","FILIPENDULA VULGARIS","FILIPENDULA","ROSACEAE","Mature leaf P concentration (mg/g)","1-2","FILIPENDULA VULGARIS","FILIPENDULA","ROSACEAE","Mature leaf N concentration (mg/g)","10-20","FILIPENDULA VULGARIS","FILIPENDULA","ROSACEAE","FILIPENDULA VULGARIS","filipendula","ROSACEAE"
800090000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very fertile","RUBUS FRUTICOSUS","RUBUS","ROSACEAE","Mature leaf P concentration (mg/g)","1-2","RUBUS FRUTICOSUS","RUBUS","ROSACEAE","Mature leaf N concentration (mg/g)","20-30","RUBUS FRUTICOSUS","RUBUS","ROSACEAE","RUBUS FRUTICOSUS","rubus","ROSACEAE"
800100390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","ROSA RUBIGINOSA","ROSA","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROSA RUBIGINOSA","rosa","ROSACEAE"
800110030,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","AGRIMONIA PROCERA","AGRIMONIA","ROSACEAE","Soil nutrients","very infertile","AGRIMONIA PROCERA","AGRIMONIA","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGRIMONIA PROCERA","agrimonia","ROSACEAE"
800120010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","AREMONIA AGRIMONIOIDES","AREMONIA","ROSACEAE","Soil nutrients","fertile","AREMONIA AGRIMONIOIDES","AREMONIA","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AREMONIA AGRIMONIOIDES","aremonia","ROSACEAE"
800130010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SANGUISORBA OFFICINALIS","SANGUISORBA","ROSACEAE","Soil nutrients","fertile","SANGUISORBA OFFICINALIS","SANGUISORBA","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SANGUISORBA OFFICINALIS","sanguisorba","ROSACEAE"
800150010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","ACAENA ANSERINIFOLIA","ACAENA","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACAENA ANSERINIFOLIA","acaena","ROSACEAE"
800160010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","10-100","DRYAS OCTOPETALA","DRYAS","ROSACEAE","Soil nutrients","very infertile","DRYAS OCTOPETALA","DRYAS","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRYAS OCTOPETALA","dryas","ROSACEAE"
800170090,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","GEUM URBANUM","GEUM","ROSACEAE","Soil nutrients","very fertile","GEUM URBANUM","GEUM","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEUM URBANUM","geum","ROSACEAE"
800190520,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","POTENTILLA ERECTA","POTENTILLA","ROSACEAE","Soil nutrients","fertile","POTENTILLA ERECTA","POTENTILLA","ROSACEAE","Mature leaf P concentration (mg/g)","1-2","POTENTILLA ERECTA","POTENTILLA","ROSACEAE","Mature leaf N concentration (mg/g)","10-20","POTENTILLA ERECTA","POTENTILLA","ROSACEAE","POTENTILLA ERECTA","potentilla","ROSACEAE"
800200010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SIBBALDIA PROCUMBENS","SIBBALDIA","ROSACEAE","Soil nutrients","infertile","SIBBALDIA PROCUMBENS","SIBBALDIA","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIBBALDIA PROCUMBENS","sibbaldia","ROSACEAE"
800210010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","FRAGARIA VESCA","FRAGARIA","ROSACEAE","Soil nutrients","very fertile","FRAGARIA VESCA","FRAGARIA","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FRAGARIA VESCA","fragaria","ROSACEAE"
800230480,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ALCHEMILLA SUBCRENATA","ALCHEMILLA","ROSACEAE","Soil nutrients","fertile","ALCHEMILLA SUBCRENATA","ALCHEMILLA","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALCHEMILLA SUBCRENATA","alchemilla","ROSACEAE"
800240020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","APHANES INEXSPECTATA","APHANES","ROSACEAE","Soil nutrients","infertile","APHANES INEXSPECTATA","APHANES","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"APHANES INEXSPECTATA","aphanes","ROSACEAE"
800260010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","PYRUS CORDATA","PYRUS","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PYRUS CORDATA","pyrus","ROSACEAE"
800270060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALUS DOMESTICA","malus","ROSACEAE"
800280020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","100-500","SORBUS AUCUPARIA","SORBUS","ROSACEAE","Soil nutrients","very infertile","SORBUS AUCUPARIA","SORBUS","ROSACEAE","Mature leaf P concentration (mg/g)","2-3","SORBUS AUCUPARIA","SORBUS","ROSACEAE","Mature leaf N concentration (mg/g)","10-20","SORBUS AUCUPARIA","SORBUS","ROSACEAE","SORBUS AUCUPARIA","sorbus","ROSACEAE"
800300038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMELANCHIER LAMARCKII","amelanchier","ROSACEAE"
800310159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COTONEASTER DIVARICATUS","cotoneaster","ROSACEAE"
800330010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MESPILUS GERMANICA","mespilus","ROSACEAE"
800340140,"2C DNA content (pg)","23.8","CRATAEGUS MONOGYNA","CRATAEGUS","ROSACEAE","Longevity of stems (yrs)","5.02","10-100","CRATAEGUS MONOGYNA","CRATAEGUS","ROSACEAE","Soil nutrients","very fertile","CRATAEGUS MONOGYNA","CRATAEGUS","ROSACEAE","Mature leaf P concentration (mg/g)","2-3","CRATAEGUS MONOGYNA","CRATAEGUS","ROSACEAE","Mature leaf N concentration (mg/g)","10-20","CRATAEGUS MONOGYNA","CRATAEGUS","ROSACEAE","CRATAEGUS MONOGYNA","crataegus","ROSACEAE"
800350170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","PRUNUS PADUS","PRUNUS","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRUNUS PADUS","prunus","ROSACEAE"
810080010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","LABURNUM ANAGYROIDES","LABURNUM","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LABURNUM ANAGYROIDES","laburnum","FABACEAE"
810120200,"2C DNA content (pg)","1.7","CYTISUS SCOPARIUS","CYTISUS","FABACEAE",NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","CYTISUS SCOPARIUS","CYTISUS","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYTISUS SCOPARIUS","cytisus","FABACEAE"
810160010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","GENISTA TINCTORIA","GENISTA","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENISTA TINCTORIA","genista","FABACEAE"
810240020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","ULEX MINOR","ULEX","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ULEX MINOR","ulex","FABACEAE"
810280100,"2C DNA content (pg)","1.6","LUPINUS ARBOREUS","LUPINUS","FABACEAE",NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","LUPINUS ARBOREUS","LUPINUS","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUPINUS ARBOREUS","lupinus","FABACEAE"
810300010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very fertile","ROBINIA PSEUDOACACIA","ROBINIA","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROBINIA PSEUDOACACIA","robinia","FABACEAE"
810330010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","COLUTEA ARBORESCENS","COLUTEA","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLUTEA ARBORESCENS","colutea","FABACEAE"
810380430,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ASTRAGALUS GLYCYPHYLLOS","ASTRAGALUS","FABACEAE","Soil nutrients","fertile","ASTRAGALUS GLYCYPHYLLOS","ASTRAGALUS","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASTRAGALUS GLYCYPHYLLOS","astragalus","FABACEAE"
810390110,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","OXYTROPIS CAMPESTRIS","OXYTROPIS","FABACEAE","Soil nutrients","infertile","OXYTROPIS CAMPESTRIS","OXYTROPIS","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OXYTROPIS CAMPESTRIS","oxytropis","FABACEAE"
810490420,"2C DNA content (pg)","14.4","VICIA SEPIUM","VICIA","FABACEAE","Longevity of stems (yrs)","5.02","<1","VICIA SEPIUM","VICIA","FABACEAE","Soil nutrients","fertile","VICIA SEPIUM","VICIA","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VICIA SEPIUM","vicia","FABACEAE"
810510540,"2C DNA content (pg)","20.7","LATHYRUS APHACA","LATHYRUS","FABACEAE","Longevity of stems (yrs)","5.02","<1","LATHYRUS APHACA","LATHYRUS","FABACEAE","Soil nutrients","very fertile","LATHYRUS APHACA","LATHYRUS","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LATHYRUS APHACA","lathyrus","FABACEAE"
810530320,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ONONIS SPINOSA","ONONIS","FABACEAE","Soil nutrients","very infertile","ONONIS SPINOSA","ONONIS","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ONONIS SPINOSA","ononis","FABACEAE"
810540030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","MELILOTUS ALBUS","MELILOTUS","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MELILOTUS ALBUS","melilotus","FABACEAE"
810560010,"2C DNA content (pg)","1.6","MEDICAGO LUPULINA","MEDICAGO","FABACEAE",NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","MEDICAGO LUPULINA","MEDICAGO","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDICAGO LUPULINA","medicago","FABACEAE"
810570110,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","TRIFOLIUM OCCIDENTALE","TRIFOLIUM","FABACEAE","Soil nutrients","infertile","TRIFOLIUM OCCIDENTALE","TRIFOLIUM","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRIFOLIUM OCCIDENTALE","trifolium","FABACEAE"
810590010,"2C DNA content (pg)","1.1","LOTUS GLABER","LOTUS","FABACEAE","Longevity of stems (yrs)","5.02","<1","LOTUS GLABER","LOTUS","FABACEAE","Soil nutrients","fertile","LOTUS GLABER","LOTUS","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOTUS GLABER","lotus","FABACEAE"
810600010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TETRAGONOLOBUS MARITIMUS","tetragonolobus","FABACEAE"
810630150,"2C DNA content (pg)","1.0","ANTHYLLIS VULNERARIA","ANTHYLLIS","FABACEAE","Longevity of stems (yrs)","5.02","<1","ANTHYLLIS VULNERARIA","ANTHYLLIS","FABACEAE","Soil nutrients","very infertile","ANTHYLLIS VULNERARIA","ANTHYLLIS","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTHYLLIS VULNERARIA","anthyllis","FABACEAE"
810640030,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ORNITHOPUS PERPUSILLUS","ORNITHOPUS","FABACEAE","Soil nutrients","very infertile","ORNITHOPUS PERPUSILLUS","ORNITHOPUS","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ORNITHOPUS PERPUSILLUS","ornithopus","FABACEAE"
810650060,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SECURIGERA VARIA","SECURIGERA","FABACEAE","Soil nutrients","very infertile","SECURIGERA VARIA","SECURIGERA","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SECURIGERA VARIA","securigera","FABACEAE"
810660030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","HIPPOCREPIS COMOSA","HIPPOCREPIS","FABACEAE","Mature leaf P concentration (mg/g)","1-2","HIPPOCREPIS COMOSA","HIPPOCREPIS","FABACEAE","Mature leaf N concentration (mg/g)",">30","HIPPOCREPIS COMOSA","HIPPOCREPIS","FABACEAE","HIPPOCREPIS COMOSA","hippocrepis","FABACEAE"
810710210,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ONOBRYCHIS VICIIFOLIA","ONOBRYCHIS","FABACEAE","Soil nutrients","infertile","ONOBRYCHIS VICIIFOLIA","ONOBRYCHIS","FABACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ONOBRYCHIS VICIIFOLIA","onobrychis","FABACEAE"
820010040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","OXALIS STRICTA","OXALIS","OXALIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OXALIS STRICTA","oxalis","OXALIDACEAE"
830010290,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","GERANIUM PYRENAICUM","GERANIUM","GERANIACEAE","Soil nutrients","fertile","GERANIUM PYRENAICUM","GERANIUM","GERANIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GERANIUM PYRENAICUM","geranium","GERANIACEAE"
830020080,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ERODIUM MARITIMUM","ERODIUM","GERANIACEAE","Soil nutrients","infertile","ERODIUM MARITIMUM","ERODIUM","GERANIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERODIUM MARITIMUM","erodium","GERANIACEAE"
860010230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","LINUM BIENNE","LINUM","LINACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINUM BIENNE","linum","LINACEAE"
860020010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","RADIOLA LINOIDES","RADIOLA","LINACEAE","Soil nutrients","very infertile","RADIOLA LINOIDES","RADIOLA","LINACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RADIOLA LINOIDES","radiola","LINACEAE"
870040060,"2C DNA content (pg)","4.7","MERCURIALIS PERENNIS","MERCURIALIS","EUPHORBIACEAE","Longevity of stems (yrs)","5.02","<1","MERCURIALIS PERENNIS","MERCURIALIS","EUPHORBIACEAE","Soil nutrients","infertile","MERCURIALIS PERENNIS","MERCURIALIS","EUPHORBIACEAE","Mature leaf P concentration (mg/g)","1-2","MERCURIALIS PERENNIS","MERCURIALIS","EUPHORBIACEAE","Mature leaf N concentration (mg/g)",">30","MERCURIALIS PERENNIS","MERCURIALIS","EUPHORBIACEAE","MERCURIALIS PERENNIS","mercurialis","EUPHORBIACEAE"
870070510,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","EUPHORBIA SERRULATA","EUPHORBIA","EUPHORBIACEAE","Soil nutrients","fertile","EUPHORBIA SERRULATA","EUPHORBIA","EUPHORBIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EUPHORBIA SERRULATA","euphorbia","EUPHORBIACEAE"
900010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AILANTHUS ALTISSIMA","ailanthus","SIMAROUBACEAE"
910002053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHEGOPTERIS CONNECTILIS","phegopteris","Polypodiaceae"
920010240,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","1-2","POLYGALA VULGARIS","POLYGALA","POLYGALACEAE","Soil nutrients","very infertile","POLYGALA VULGARIS","POLYGALA","POLYGALACEAE","Mature leaf P concentration (mg/g)","2-3","POLYGALA VULGARIS","POLYGALA","POLYGALACEAE","Mature leaf N concentration (mg/g)","10-20","POLYGALA VULGARIS","POLYGALA","POLYGALACEAE","POLYGALA VULGARIS","polygala","POLYGALACEAE"
950010030,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","100-500","ACER CAMPESTRE","ACER","ACERACEAE","Soil nutrients","fertile","ACER CAMPESTRE","ACER","ACERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACER CAMPESTRE","acer","ACERACEAE"
980010030,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","IMPATIENS PARVIFLORA","IMPATIENS","BALSAMINACEAE","Soil nutrients","fertile","IMPATIENS PARVIFLORA","IMPATIENS","BALSAMINACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMPATIENS PARVIFLORA","impatiens","BALSAMINACEAE"
990010010,"2C DNA content (pg)","2.2","ILEX AQUIFOLIUM","ILEX","AQUIFOLIACEAE","Longevity of stems (yrs)","5.02","100-500","ILEX AQUIFOLIUM","ILEX","AQUIFOLIACEAE","Soil nutrients","very infertile","ILEX AQUIFOLIUM","ILEX","AQUIFOLIACEAE","Mature leaf P concentration (mg/g)","1-2","ILEX AQUIFOLIUM","ILEX","AQUIFOLIACEAE","Mature leaf N concentration (mg/g)","20-30","ILEX AQUIFOLIUM","ILEX","AQUIFOLIACEAE","ILEX AQUIFOLIUM","ilex","AQUIFOLIACEAE"
1000010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","EUONYMUS EUROPAEUS","EUONYMUS","CELASTRACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EUONYMUS EUROPAEUS","euonymus","CELASTRACEAE"
1020010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","BUXUS SEMPERVIRENS","BUXUS","BUXACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUXUS SEMPERVIRENS","buxus","BUXACEAE"
1030030080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","RHAMNUS CATHARTICA","RHAMNUS","RHAMNACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RHAMNUS CATHARTICA","rhamnus","RHAMNACEAE"
1030040010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","FRANGULA ALNUS","FRANGULA","RHAMNACEAE","Mature leaf P concentration (mg/g)","<1","FRANGULA ALNUS","FRANGULA","RHAMNACEAE","Mature leaf N concentration (mg/g)","20-30","FRANGULA ALNUS","FRANGULA","RHAMNACEAE","FRANGULA ALNUS","frangula","RHAMNACEAE"
1040010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VITIS VINIFERA","vitis","VITACEAE"
1050010030,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02",">500","TILIA PLATYPHYLLOS","TILIA","TILIACEAE","Soil nutrients","fertile","TILIA PLATYPHYLLOS","TILIA","TILIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TILIA PLATYPHYLLOS","tilia","TILIACEAE"
1060050060,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","MALVA MOSCHATA","MALVA","MALVACEAE","Soil nutrients","infertile","MALVA MOSCHATA","MALVA","MALVACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALVA MOSCHATA","malva","MALVACEAE"
1060060010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","LAVATERA CRETICA","LAVATERA","MALVACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAVATERA CRETICA","lavatera","MALVACEAE"
1060070040,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ALTHAEA OFFICINALIS","ALTHAEA","MALVACEAE","Soil nutrients","fertile","ALTHAEA OFFICINALIS","ALTHAEA","MALVACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALTHAEA OFFICINALIS","althaea","MALVACEAE"
1070010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very fertile","DAPHNE MEZEREUM","DAPHNE","THYMELAEACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAPHNE MEZEREUM","daphne","THYMELAEACEAE"
1080010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","10-100","HIPPOPHAE RHAMNOIDES","HIPPOPHAE","ELAEAGNACEAE","Soil nutrients","infertile","HIPPOPHAE RHAMNOIDES","HIPPOPHAE","ELAEAGNACEAE","Mature leaf P concentration (mg/g)","1-2","HIPPOPHAE RHAMNOIDES","HIPPOPHAE","ELAEAGNACEAE","Mature leaf N concentration (mg/g)","20-30","HIPPOPHAE RHAMNOIDES","HIPPOPHAE","ELAEAGNACEAE","HIPPOPHAE RHAMNOIDES","hippophae","ELAEAGNACEAE"
1090010140,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HYPERICUM HIRSUTUM","HYPERICUM","CLUSIACEAE","Soil nutrients","infertile","HYPERICUM HIRSUTUM","HYPERICUM","CLUSIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HYPERICUM HIRSUTUM","hypericum","CLUSIACEAE"
1100010810,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","VIOLA KITAIBELIANA","VIOLA","VIOLACEAE","Soil nutrients","infertile","VIOLA KITAIBELIANA","VIOLA","VIOLACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIOLA KITAIBELIANA","viola","VIOLACEAE"
